Account #,Account Name,2021-01-31 00:00:00,2021-02-28 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-07-31 00:00:00,2021-08-31 00:00:00,2021-09-30 00:00:00,2021-10-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,2022-01-31 00:00:00,2022-02-28 00:00:00,2022-03-31 00:00:00,2022-04-30 00:00:00,2022-05-31 00:00:00,2022-06-30 00:00:00,2022-07-31 00:00:00,2022-08-31 00:00:00,2022-09-30 00:00:00,2022-10-31 00:00:00,2022-11-30 00:00:00,2022-12-31 00:00:00,2023-01-31 00:00:00,2023-02-28 00:00:00,2023-03-31 00:00:00,2023-04-30 00:00:00,2023-05-31 00:00:00,2023-06-30 00:00:00,2023-07-31 00:00:00,2023-08-31 00:00:00,2023-09-30 00:00:00,2023-10-31 00:00:00,2023-11-30 00:00:00,2023-12-31 00:00:00
1602,Office equipment,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
1603,Leasehold improvements,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0
1700,Accumulated depreciation - Furniture and fixtures,-5000.0,-5125.0,-5250.0,-5375.0,-5500.0,-5625.0,-5750.0,-5875.0,-6000.0,-6125.0,-6250.0,-6375.0,-6500.0,-6625.0,-6750.0,-6875.0,-7000.0,-7125.0,-7250.0,-7375.0,-7500.0,-7625.0,-7750.0,-7875.0,-8000.0,-8125.0,-8250.0,-8375.0,-8500.0,-8625.0,-8750.0,-8875.0,-9000.0,-9125.0,-9250.0,-9375.0
1701,Accumulated depreciation - Vehicles,-20000.0,-20500.0,-21000.0,-21500.0,-22000.0,-22500.0,-23000.0,-23500.0,-24000.0,-24500.0,-25000.0,-25500.0,-26000.0,-26500.0,-27000.0,-27500.0,-28000.0,-28500.0,-29000.0,-29500.0,-30000.0,-30500.0,-31000.0,-31500.0,-32000.0,-32500.0,-33000.0,-33500.0,-34000.0,-34500.0,-35000.0,-35500.0,-36000.0,-36500.0,-37000.0,-37500.0
1702,Accumulated depreciation - Office equipment,-10000.0,-10250.0,-10500.0,-10750.0,-11000.0,-11250.0,-11500.0,-11750.0,-12000.0,-12250.0,-12500.0,-12750.0,-13000.0,-13250.0,-13500.0,-13750.0,-14000.0,-14250.0,-14500.0,-14750.0,-15000.0,-15250.0,-15500.0,-15750.0,-16000.0,-16250.0,-16500.0,-16750.0,-17000.0,-17250.0,-17500.0,-17750.0,-18000.0,-18250.0,-18500.0,-18750.0
1703,Accumulated depreciation - Leasehold improvements,-5000.0,-5125.0,-5250.0,-5375.0,-5500.0,-5625.0,-5750.0,-5875.0,-6000.0,-6125.0,-6250.0,-6375.0,-6500.0,-6625.0,-6750.0,-6875.0,-7000.0,-7125.0,-7250.0,-7375.0,-7500.0,-7625.0,-7750.0,-7875.0,-8000.0,-8125.0,-8250.0,-8375.0,-8500.0,-8625.0,-8750.0,-8875.0,-9000.0,-9125.0,-9250.0,-9375.0
1800,Goodwill,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0
1801,Software,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0
1901,Accumulated amortization - Software,-10000.0,-10500.0,-11000.0,-11500.0,-12000.0,-12500.0,-13000.0,-13500.0,-14000.0,-14500.0,-15000.0,-15500.0,-16000.0,-16500.0,-17000.0,-17500.0,-18000.0,-18500.0,-19000.0,-19500.0,-20000.0,-20500.0,-21000.0,-21500.0,-22000.0,-22500.0,-23000.0,-23500.0,-24000.0,-24500.0,-25000.0,-25500.0,-26000.0,-26500.0,-27000.0,-27500.0
2000,Accounts payable - trade CAD,-95000.0,-89237.948672,-100274.555672,-101590.80166400001,-97535.68649600001,-99938.53541600003,-120486.61068800003,-135464.06631200004,-146276.33177599998,-100831.49304799999,-151728.79906399996,-182992.39356799994,-99757.31472799994,-95587.29223999995,-104072.43454399996,-113658.47839999996,-104458.72687999996,-100064.55058399994,-137947.60044799992,-144438.15879199997,-182014.190408,-111441.14573599998,-168461.14368799995,-225491.59716799995,-103336.37487199996,-101700.02964799997,-115872.55270399996,-117172.07911999995,-110144.94876799994,-118641.13589599995,-142803.31620799995,-152059.66435999997,-186242.9572639999,-111323.37809599994,-200506.16436799994,-240764.39124800003
2002,Accounts payable - other,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0,-3500.0
2100,Accrued expenses,-30000.0,-30110.7,-30198.600000000002,-30236.670000000002,-30358.36,-30515.190000000002,-30676.270000000004,-30724.200000000004,-30864.340000000004,-30913.400000000005,-30999.580000000005,-31132.850000000002,-31261.54,-31321.29,-31432.55,-31509.13,-31615.500000000004,-31642.360000000004,-31705.850000000006,-31724.470000000005,-31879.620000000003,-31966.550000000003,-32116.15,-32247.13,-32354.170000000006,-32406.080000000005,-32419.43,-32482.37,-32503.239999999994,-32573.229999999992,-32724.149999999994,-32877.799999999996,-32987.619999999995,-33067.939999999995,-33116.10999999999,-33254.909999999996
2101,Accrued salaries and wages,-5000.0,-5987.0,-6910.0,-7834.0,-7658.0,-7103.0,-8002.0,-7088.0,-6316.0,-5776.0,-6271.0,-7187.0,-7638.0,-7605.0,-7682.0,-8467.0,-8380.0,-8985.0,-8049.0,-8348.0,-7908.0,-7748.0,-6777.0,-6082.0,-5340.0,-4457.0,-3572.0,-4481.0,-4569.0,-4141.0,-3560.0,-4267.0,-5072.0,-4647.0,-5594.0,-5574.0
2102,Accrued vacation pay,-10000.0,-9860.0,-10056.0,-9900.0,-9704.0,-9719.0,-9774.0,-9830.0,-9810.0,-9657.0,-9570.0,-9746.0,-9781.0,-9711.0,-9663.0,-9625.0,-9696.0,-9595.0,-9399.0,-9213.0,-9171.0,-9321.0,-9409.0,-9321.0,-9172.0,-9283.0,-9299.0,-9410.0,-9566.0,-9584.0,-9437.0,-9614.0,-9696.0,-9747.0,-9831.0,-9997.0
2103,Sales tax liability,-40000.00000000001,-41422.94464000001,-43830.22952000001,-46378.221200000015,-48305.42232000002,-50584.117440000016,-54858.76288000001,-60868.42888000001,-67928.76632000001,-70509.43064,-77822.12824,-88302.50568,-90517.96464,-92429.04056000001,-95196.24864,-98502.47312,-101172.1656,-103691.54791999998,-109852.23335999998,-117060.66471999999,-126727.42519999997,-130206.76703999998,-139718.2628,-154343.15464000002,-157175.38456000003,-159586.05048000003,-163751.64152000003,-167910.56096000003,-171205.92264000003,-175724.72784000004,-182133.67168000006,-189664.98144000006,-201210.45096000005,-204420.97256000005,-216491.31448000003,-232207.55736000004
2200,Short term loan - XYZ Bank,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0
2201,Short term loan - EFG Bank,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0
2300,Customer deposits,-110000.0,-105759.432,-113331.28,-114413.63999999998,-109638.32799999998,-112342.12799999998,-127695.59199999998,-141041.90399999998,-149123.99199999997,-114664.96799999996,-151065.22399999996,-175431.99199999997,-111855.69599999997,-109514.28799999997,-116099.91999999997,-120246.19999999997,-115349.79999999997,-114193.56799999996,-142203.59199999995,-150263.17599999995,-169173.39999999997,-121577.87199999994,-167979.05599999992,-207312.87199999992,-116600.0879999999,-113357.2879999999,-126856.71199999988,-126805.39199999988,-120162.63999999987,-129573.74399999988,-144113.27199999988,-152746.85599999985,-183625.00799999983,-119510.02399999986,-187662.48799999984,-215707.8799999999
2400,Income taxes payable - federal,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0
2401,Income taxes payable - provincial,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0,-25000.0
2500,Term loan - ABC Bank,-200000.0,-198666.66666666666,-197322.22222222222,-195966.57407407407,-194599.6288580247,-193221.29243184158,-191831.4698687736,-190430.06545101336,-189016.98266310513,-187592.12418529767,-186155.39188684183,-184706.68681923219,-183245.90920939244,-181772.95845280404,-180287.73310657742,-178790.13088246557,-177280.04863981946,-175757.38237848462,-174222.02723163867,-172673.87745856898,-171112.82643739038,-169538.76665770196,-167951.5897131828,-166351.18629412598,-164737.44617991036,-163110.25823140962,-161469.51038333803,-159815.0896365325,-158146.88205017027,-156464.77273392168,-154768.6458400377,-153058.38455537136,-151333.8710933328,-149594.98668577723,-147841.61157482537,-146073.62500461558
2600,Advances from Saturno Holdings Inc.,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0,-55000.0
2601,Advances from Saturno Trust Co.,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0,-105000.0
2700,Shareholder loan - Matt Saturno,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0
3000,Common shares,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
3001,Preference shares,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0
3002,Dividends,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0,-10000.0
3003,Retained earnings,0.0,13009.498040000006,42015.51791625345,36091.85168139581,37828.24506283444,37591.77609637182,53120.66411977545,5290.7781262942735,-91496.30368187923,-236757.4214202006,-240769.75272842127,-369333.0744972903,-573636.0581953131,-568725.0058355661,-554846.2841025677,-566763.6131192076,-594687.6192537326,-610125.944606792,-605816.40113854,-717264.7701157992,-844702.016479282,-1052726.724730874,-1081210.1428609756,-1272379.1882359078,-1613174.5042853777,-1624642.7141900065,-1631733.7339689205,-1678269.5618874053,-1707772.825344624,-1737863.5995613995,-1784488.9236280613,-1896670.4447523586,-2040603.2533474383,-2294605.19927989,-2323662.761437859,-2596294.277179224
4001,Hat sales,-59947.439999999995,-27706.800000000003,-62718.11999999999,-58184.28,-54657.96,-69183.04000000001,-118635.47999999998,-153227.00000000003,-176567.87999999992,-47017.59999999999,-197054.11999999997,-260611.84,-76306.64,-47613.68,-79217.51999999999,-108950.07999999999,-60608.67999999999,-69237.35999999997,-208543.75999999998,-201578.43999999994,-322587.88000000006,-108326.31999999999,-251687.15999999992,-423117.1999999999,-83530.68,-89732.8,-112429.92,-123514.56,-114145.4,-130772.36000000002,-175374.84000000005,-210344.24000000005,-378461.27999999985,-116916.56000000004,-399178.99999999994,-464499.20000000007
4002,T-shirt sales,-23078.000000000004,-29707.680000000004,-49009.279999999984,-57065.600000000006,-42001.96000000001,-29497.879999999997,-67639.51999999999,-106956.04000000004,-151097.96,-62646.27999999999,-121977.72000000002,-191253.67999999993,-22607.64,-35370.72,-44692.56,-55931.04000000001,-69957.36,-40728.600000000006,-70305.84,-104064.84000000001,-146056.68,-43342.200000000004,-157687.2,-235920.96000000008,-37575.0,-24255.0,-65610.0,-48645.0,-39915.0,-60930.0,-112140.0,-124335.0,-124245.0,-34965.0,-144900.0,-228825.0
5001,Hat cost of sales,24758.292719999998,12357.232800000002,25400.838599999995,23971.923359999997,23120.31708,29817.890240000004,52199.61119999999,63742.43200000001,70627.15199999997,21063.884799999996,87097.92103999999,111802.47936,31743.56224,19950.13192,32479.183199999992,42163.68096,24243.471999999998,27071.80775999999,79872.26008,78615.59159999999,126777.03684000003,44847.09647999999,96899.55659999997,165438.82519999996,32409.90384,34188.196800000005,44184.95856,50270.425919999994,43375.252,50085.81388000001,71903.68440000001,82665.28632000003,140787.59615999996,46532.79088000002,152486.37799999997,189980.17280000003
5002,T-shirt cost of sales,6946.478000000001,9744.119040000001,15094.858239999994,18717.5168,12810.597800000001,10117.77284,21982.843999999997,35402.449240000016,46538.17168,20360.040999999997,39154.84812,66556.28063999997,7890.066359999999,12733.4592,14346.311759999999,20638.553760000003,23225.843520000002,13073.880600000002,23411.84472,35486.110440000004,49951.38456,14259.583800000002,57240.4536,83751.94080000003,13188.824999999999,8683.289999999999,22307.4,18387.81,13571.1,21020.85,39473.28,44138.924999999996,42988.77,12377.609999999999,55062.0,84665.25
6000,Online marketing ads,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
6001,Promotion - trade shows,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6002,Promotion - commercials,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
6003,Donations - golf tournaments,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
6100,Depreciation - fixed assets,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
6101,Amortization - software,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
6200,Insurance - stores,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
6201,Insurance - life insurance for Matthew Saturno,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
6300,Office supplies,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
6301,Mail/courier expenses,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
